,fee,amount_sc,3D_secured,card_Diners,card_Master,card_Visa,country_Austria,country_Germany,country_Switzerland,PSP_Goldcard,PSP_Moneycard,PSP_Simplecard,PSP_UK_Card,success_max
52,2.0,0.0112179487179487,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
53,4.0,0.0112179487179487,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
54,1.0,0.0112179487179487,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
55,3.0,0.0128205128205128,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
56,3.0,0.0128205128205128,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
57,2.0,0.0128205128205128,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
58,2.0,0.0128205128205128,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
59,0.5,0.0128205128205128,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
60,3.0,0.0128205128205128,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
61,2.0,0.0144230769230769,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
62,5.0,0.0144230769230769,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
63,1.0,0.0144230769230769,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
64,2.0,0.0144230769230769,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
65,3.0,0.0144230769230769,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
66,3.0,0.0144230769230769,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
67,0.5,0.016025641025641,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
68,1.5,0.016025641025641,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
69,2.0,0.016025641025641,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
70,1.0,0.016025641025641,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
71,4.0,0.016025641025641,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
72,3.0,0.016025641025641,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
73,5.0,0.0176282051282051,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
74,2.0,0.0176282051282051,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
75,5.0,0.0176282051282051,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
76,1.0,0.0176282051282051,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
77,4.0,0.0176282051282051,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
78,2.0,0.0176282051282051,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
79,1.5,0.0176282051282051,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
80,3.0,0.0176282051282051,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
81,0.5,0.0176282051282051,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
82,2.0,0.0176282051282051,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
83,2.0,0.0176282051282051,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
84,5.0,0.0176282051282051,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
85,1.0,0.0176282051282051,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
86,10.0,0.0176282051282051,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
87,2.0,0.0192307692307692,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
88,0.5,0.0192307692307692,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
89,2.0,0.0192307692307692,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
90,0.5,0.0192307692307692,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
91,5.0,0.0192307692307692,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
92,0.5,0.0192307692307692,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
93,1.0,0.0192307692307692,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
94,1.0,0.0192307692307692,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
95,1.0,0.0192307692307692,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
96,2.0,0.0192307692307692,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
97,1.0,0.0192307692307692,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
98,0.5,0.0192307692307692,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
99,1.0,0.0192307692307692,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
100,3.0,0.0208333333333333,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
101,1.0,0.0208333333333333,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
102,3.0,0.0208333333333333,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
103,1.0,0.0208333333333333,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
104,0.5,0.0208333333333333,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
105,5.0,0.0208333333333333,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
106,2.0,0.0208333333333333,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
107,1.5,0.0208333333333333,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
108,1.0,0.0208333333333333,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
109,5.0,0.0208333333333333,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
110,1.5,0.0208333333333333,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
111,0.5,0.0208333333333333,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
112,1.0,0.0208333333333333,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
113,0.5,0.0208333333333333,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
114,1.0,0.0208333333333333,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
115,0.5,0.0208333333333333,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
116,4.0,0.0208333333333333,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
117,1.0,0.0224358974358974,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
118,5.0,0.0224358974358974,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
119,2.0,0.0224358974358974,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
120,5.0,0.0224358974358974,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
121,2.0,0.0224358974358974,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
122,1.0,0.0224358974358974,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
123,4.0,0.0224358974358974,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
124,1.0,0.0224358974358974,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
125,2.0,0.0224358974358974,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
126,2.0,0.0224358974358974,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
127,5.0,0.0224358974358974,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
128,5.0,0.0240384615384615,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
129,1.0,0.0240384615384615,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
130,0.5,0.0240384615384615,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
131,1.0,0.0240384615384615,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
132,10.0,0.0256410256410256,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
133,1.0,0.0256410256410256,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
134,10.0,0.0256410256410256,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
135,3.0,0.0256410256410256,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
136,0.5,0.0256410256410256,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
137,1.0,0.0256410256410256,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
138,0.5,0.0256410256410256,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
139,3.0,0.0256410256410256,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
140,1.0,0.0256410256410256,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
141,7.0,0.0256410256410256,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
142,10.0,0.0272435897435897,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
143,5.0,0.0272435897435897,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
144,0.5,0.0272435897435897,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
145,5.0,0.0272435897435897,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
146,1.0,0.0272435897435897,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
147,2.0,0.0272435897435897,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
148,1.0,0.0272435897435897,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
149,5.0,0.0272435897435897,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
150,2.0,0.0288461538461538,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
151,1.0,0.0288461538461538,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
152,2.0,0.0288461538461538,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
153,5.0,0.0304487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
154,0.5,0.0304487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
155,2.0,0.0304487179487179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
156,0.5,0.0304487179487179,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
157,1.0,0.0304487179487179,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
158,0.5,0.0304487179487179,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
159,1.0,0.0304487179487179,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
160,1.0,0.0304487179487179,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
161,2.0,0.032051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
162,1.0,0.032051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
163,1.0,0.032051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
164,1.0,0.032051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
165,5.0,0.032051282051282,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
166,2.0,0.032051282051282,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
167,0.5,0.032051282051282,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
168,5.0,0.032051282051282,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
169,1.0,0.032051282051282,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
170,3.0,0.0336538461538461,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
171,3.0,0.0336538461538461,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
172,3.0,0.0336538461538461,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
173,3.0,0.0336538461538461,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
174,1.0,0.0336538461538461,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
175,1.0,0.0336538461538461,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
176,1.0,0.0336538461538461,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
177,1.0,0.0336538461538461,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
178,2.0,0.0336538461538461,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
179,0.5,0.0336538461538461,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
180,1.0,0.0352564102564102,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
181,5.0,0.0352564102564102,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
182,0.5,0.0352564102564102,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
183,3.0,0.0352564102564102,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
184,1.0,0.0352564102564102,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
185,5.0,0.0352564102564102,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
186,1.0,0.0352564102564102,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
187,2.0,0.0352564102564102,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
188,0.5,0.0352564102564102,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
189,3.0,0.0352564102564102,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
190,2.0,0.0352564102564102,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
191,0.5,0.0352564102564102,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
192,1.0,0.0352564102564102,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
193,1.0,0.0368589743589743,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
194,10.0,0.0368589743589743,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
195,2.0,0.0368589743589743,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
196,0.5,0.0368589743589743,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
197,3.0,0.0368589743589743,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
198,10.0,0.0368589743589743,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
199,0.5,0.0368589743589743,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
200,2.0,0.0368589743589743,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
201,2.0,0.0368589743589743,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
202,0.5,0.0384615384615384,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
203,15.0,0.0384615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
204,1.0,0.0384615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
205,1.0,0.0384615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
206,5.0,0.0384615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
207,2.0,0.0384615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
208,5.0,0.0384615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
209,0.5,0.0384615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
210,2.0,0.0384615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
211,2.0,0.0384615384615384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
212,2.0,0.0384615384615384,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
213,0.5,0.0384615384615384,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
214,1.0,0.0384615384615384,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
215,3.0,0.0384615384615384,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
216,5.0,0.0384615384615384,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
217,2.0,0.0384615384615384,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
218,1.0,0.0384615384615384,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
219,1.0,0.0384615384615384,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
220,0.5,0.0400641025641025,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
221,3.0,0.0400641025641025,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
222,5.0,0.0400641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
223,2.0,0.0400641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
224,0.5,0.0400641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
225,3.0,0.0400641025641025,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
226,5.0,0.0400641025641025,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
227,3.0,0.0400641025641025,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
228,3.0,0.0400641025641025,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
229,1.5,0.0400641025641025,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
230,1.0,0.0400641025641025,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
231,0.5,0.0416666666666666,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
232,4.0,0.0416666666666666,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
233,2.0,0.0416666666666666,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
