,country,amount,3D_secured,card,country_Austria,country_Germany,country_Switzerland,card_Diners,card_Master,card_Visa,purchase,PSP,fee,success_max,transaction_count
49,Austria,12,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,8562,UK_Card,3.0,1,1
50,Austria,13,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,4460,UK_Card,4.0,1,2
51,Austria,13,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,26553,UK_Card,4.0,1,2
52,Austria,13,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,19140,Moneycard,2.0,0,1
53,Austria,13,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,19140,UK_Card,4.0,1,2
54,Austria,13,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,16682,UK_Card,1.0,0,1
55,Austria,14,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,4088,UK_Card,3.0,1,1
56,Austria,14,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,5847,UK_Card,3.0,1,1
57,Austria,14,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,24009,Moneycard,2.0,0,1
58,Austria,14,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,3596,Moneycard,2.0,0,1
59,Austria,14,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,3596,Simplecard,0.5,0,1
60,Austria,14,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,3596,UK_Card,3.0,0,3
61,Austria,15,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,5662,Moneycard,2.0,0,1
62,Austria,15,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,14970,Moneycard,5.0,1,1
63,Austria,15,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,19832,Simplecard,1.0,0,2
64,Austria,15,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,19832,UK_Card,2.0,0,2
65,Austria,15,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,9086,UK_Card,3.0,1,1
66,Austria,15,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,17338,UK_Card,3.0,1,1
67,Austria,16,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,1015,Simplecard,0.5,0,1
68,Austria,16,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,10901,Simplecard,1.5,1,2
69,Austria,16,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,25517,Moneycard,2.0,0,1
70,Austria,16,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,16307,Simplecard,1.0,0,2
71,Austria,16,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,16307,UK_Card,4.0,1,2
72,Austria,16,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,21354,UK_Card,3.0,1,1
73,Austria,17,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,622,Moneycard,5.0,1,1
74,Austria,17,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,4194,Moneycard,2.0,0,1
75,Austria,17,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,6895,Goldcard,5.0,0,1
76,Austria,17,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,6895,Simplecard,1.0,0,2
77,Austria,17,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,6895,UK_Card,4.0,0,4
78,Austria,17,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,13426,Moneycard,2.0,0,1
79,Austria,17,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,13426,Simplecard,1.5,1,2
80,Austria,17,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,13426,UK_Card,3.0,0,3
81,Austria,17,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,22913,Simplecard,0.5,0,1
82,Austria,17,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,22913,UK_Card,2.0,0,2
83,Austria,17,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,2529,Moneycard,2.0,0,1
84,Austria,17,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,10698,Moneycard,5.0,1,1
85,Austria,17,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,10698,UK_Card,1.0,0,1
86,Austria,17,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,6482,Goldcard,10.0,1,1
87,Austria,18,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,1311,Moneycard,2.0,0,1
88,Austria,18,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,1311,Simplecard,0.5,0,1
89,Austria,18,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,1311,UK_Card,2.0,0,2
90,Austria,18,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,5881,Simplecard,0.5,0,1
91,Austria,18,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,20732,Goldcard,5.0,0,1
92,Austria,18,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,20732,Simplecard,0.5,0,1
93,Austria,18,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,20732,UK_Card,1.0,0,1
94,Austria,18,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,3007,Simplecard,1.0,1,1
95,Austria,18,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,6157,Simplecard,1.0,1,1
96,Austria,18,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,20055,UK_Card,2.0,0,2
97,Austria,18,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,26738,UK_Card,1.0,0,1
98,Austria,18,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,511,Simplecard,0.5,0,1
99,Austria,18,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,11996,Simplecard,1.0,1,1
100,Austria,19,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,14267,UK_Card,3.0,1,1
101,Austria,19,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1279,Simplecard,1.0,0,2
102,Austria,19,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1279,UK_Card,3.0,1,1
103,Austria,19,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,2019,UK_Card,1.0,0,1
104,Austria,19,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,4753,Simplecard,0.5,0,1
105,Austria,19,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,10341,Goldcard,5.0,0,1
106,Austria,19,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,10341,Moneycard,2.0,0,1
107,Austria,19,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,10341,Simplecard,1.5,1,2
108,Austria,19,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,10341,UK_Card,1.0,0,1
109,Austria,19,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,14647,UK_Card,5.0,1,3
110,Austria,19,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,19926,Simplecard,1.5,0,3
111,Austria,19,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,15231,Simplecard,0.5,0,1
112,Austria,19,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,15231,UK_Card,1.0,0,1
113,Austria,19,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,17037,Simplecard,0.5,0,1
114,Austria,19,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,17037,UK_Card,1.0,0,1
115,Austria,19,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,18237,Simplecard,0.5,0,1
116,Austria,19,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,18237,UK_Card,4.0,0,4
117,Austria,20,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,19513,Simplecard,1.0,1,1
118,Austria,20,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,20277,Moneycard,5.0,1,1
119,Austria,20,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,20277,UK_Card,2.0,0,2
120,Austria,20,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,14386,Goldcard,5.0,0,1
121,Austria,20,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,14386,Moneycard,2.0,0,1
122,Austria,20,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,14386,UK_Card,1.0,0,1
123,Austria,20,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,16443,Moneycard,4.0,0,2
124,Austria,20,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,16443,Simplecard,1.0,1,1
125,Austria,20,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,16443,UK_Card,2.0,0,2
126,Austria,20,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,16660,Moneycard,2.0,0,1
127,Austria,20,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,17948,Moneycard,5.0,1,1
128,Austria,21,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9594,Moneycard,5.0,1,1
129,Austria,21,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9594,UK_Card,1.0,0,1
130,Austria,21,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,13967,Simplecard,0.5,0,1
131,Austria,21,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,13967,UK_Card,1.0,0,1
132,Austria,22,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,5943,Goldcard,10.0,1,1
133,Austria,22,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,19020,Simplecard,1.0,0,2
134,Austria,22,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,4494,Goldcard,10.0,1,1
135,Austria,22,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17621,UK_Card,3.0,1,1
136,Austria,22,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18513,Simplecard,0.5,0,1
137,Austria,22,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18513,UK_Card,1.0,0,1
138,Austria,22,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,21403,Simplecard,0.5,0,1
139,Austria,22,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,21403,UK_Card,3.0,1,1
140,Austria,22,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,25923,Simplecard,1.0,1,1
141,Austria,22,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,19731,Moneycard,7.0,1,2
142,Austria,23,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,12139,Goldcard,10.0,1,1
143,Austria,23,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,20073,Goldcard,5.0,0,1
144,Austria,23,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,26941,Simplecard,0.5,0,1
145,Austria,23,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1346,Moneycard,5.0,1,1
146,Austria,23,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1346,UK_Card,1.0,0,1
147,Austria,23,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,10843,UK_Card,2.0,0,2
148,Austria,23,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,1978,UK_Card,1.0,0,1
149,Austria,23,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,15799,Moneycard,5.0,1,1
150,Austria,24,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9566,Moneycard,2.0,0,1
151,Austria,24,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,20946,Simplecard,1.0,1,1
152,Austria,24,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,20946,UK_Card,2.0,0,2
153,Austria,25,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,11748,Goldcard,5.0,0,1
154,Austria,25,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,23971,Simplecard,0.5,0,1
155,Austria,25,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,23971,UK_Card,2.0,0,2
156,Austria,25,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,14300,Simplecard,0.5,0,1
157,Austria,25,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,14300,UK_Card,1.0,0,1
158,Austria,25,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,14887,Simplecard,0.5,0,1
159,Austria,25,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,14887,UK_Card,1.0,0,1
160,Austria,25,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,25454,UK_Card,1.0,0,1
161,Austria,26,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,2272,UK_Card,2.0,0,2
162,Austria,26,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,6348,Simplecard,1.0,1,1
163,Austria,26,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,6348,UK_Card,1.0,0,1
164,Austria,26,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17095,Simplecard,1.0,1,1
165,Austria,26,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,20106,Moneycard,5.0,1,1
166,Austria,26,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,16959,Moneycard,2.0,0,1
167,Austria,26,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,16959,Simplecard,0.5,0,1
168,Austria,26,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,16959,UK_Card,5.0,1,3
169,Austria,26,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,12206,UK_Card,1.0,0,1
170,Austria,27,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,2614,UK_Card,3.0,1,1
171,Austria,27,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,13671,UK_Card,3.0,1,1
172,Austria,27,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,20154,UK_Card,3.0,1,1
173,Austria,27,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,10756,UK_Card,3.0,1,1
174,Austria,27,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,27497,Simplecard,1.0,1,1
175,Austria,27,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,27497,UK_Card,1.0,0,1
176,Austria,27,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,12400,UK_Card,1.0,0,1
177,Austria,27,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,20136,UK_Card,1.0,0,1
178,Austria,27,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,3724,Moneycard,2.0,0,1
179,Austria,27,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,3724,Simplecard,0.5,0,1
180,Austria,28,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,12959,UK_Card,1.0,0,1
181,Austria,28,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,24540,Moneycard,5.0,1,1
182,Austria,28,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,14388,Simplecard,0.5,0,1
183,Austria,28,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,17467,UK_Card,3.0,1,1
184,Austria,28,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,25125,UK_Card,1.0,0,1
185,Austria,28,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,4497,Moneycard,5.0,1,1
186,Austria,28,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,4497,UK_Card,1.0,0,1
187,Austria,28,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,5382,Moneycard,2.0,0,1
188,Austria,28,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,8670,Simplecard,0.5,0,1
189,Austria,28,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,8670,UK_Card,3.0,1,1
190,Austria,28,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,17634,UK_Card,2.0,0,2
191,Austria,28,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,13182,Simplecard,0.5,0,1
192,Austria,28,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,13182,UK_Card,1.0,0,1
193,Austria,29,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,1454,Simplecard,1.0,1,1
194,Austria,29,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,10947,Goldcard,10.0,1,1
195,Austria,29,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,2109,Moneycard,2.0,0,1
196,Austria,29,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,2109,Simplecard,0.5,0,1
197,Austria,29,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,2109,UK_Card,3.0,1,1
198,Austria,29,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,2512,Goldcard,10.0,1,1
199,Austria,29,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,4397,Simplecard,0.5,0,1
200,Austria,29,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,27272,Moneycard,2.0,0,1
201,Austria,29,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,27272,UK_Card,2.0,0,2
202,Austria,30,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,13097,Simplecard,0.5,0,1
203,Austria,30,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,5814,Goldcard,15.0,1,2
204,Austria,30,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,5814,UK_Card,1.0,0,1
205,Austria,30,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,8887,UK_Card,1.0,0,1
206,Austria,30,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9938,Goldcard,5.0,0,1
207,Austria,30,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9938,UK_Card,2.0,0,2
208,Austria,30,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18873,Moneycard,5.0,1,1
209,Austria,30,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18873,Simplecard,0.5,0,1
210,Austria,30,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,19528,Moneycard,2.0,0,1
211,Austria,30,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,19528,UK_Card,2.0,0,2
212,Austria,30,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,16983,Moneycard,2.0,0,1
213,Austria,30,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,24189,Simplecard,0.5,0,1
214,Austria,30,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,10971,Simplecard,1.0,0,2
215,Austria,30,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,10971,UK_Card,3.0,0,3
216,Austria,30,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,7447,Moneycard,5.0,1,1
217,Austria,30,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,10242,Moneycard,2.0,0,1
218,Austria,30,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,10242,Simplecard,1.0,0,2
219,Austria,30,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,10242,UK_Card,1.0,0,1
220,Austria,31,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,5121,Simplecard,0.5,0,1
221,Austria,31,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,14422,UK_Card,3.0,1,1
222,Austria,31,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,11861,UK_Card,5.0,1,3
223,Austria,31,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,13471,UK_Card,2.0,0,2
224,Austria,31,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,19067,Simplecard,0.5,0,1
225,Austria,31,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,19067,UK_Card,3.0,1,1
226,Austria,31,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,3035,Goldcard,5.0,0,1
227,Austria,31,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,7910,UK_Card,3.0,1,1
228,Austria,31,1,Master,1.0,0.0,0.0,0.0,1.0,0.0,15852,UK_Card,3.0,1,1
229,Austria,31,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,7113,Simplecard,1.5,1,2
230,Austria,31,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,7113,UK_Card,1.0,0,1
231,Austria,32,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,3828,Simplecard,0.5,0,1
232,Austria,32,0,Diners,1.0,0.0,0.0,1.0,0.0,0.0,5417,UK_Card,4.0,1,2
233,Austria,32,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9163,Moneycard,2.0,0,1
234,Austria,32,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9163,Simplecard,0.5,0,1
235,Austria,32,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,9163,UK_Card,1.0,0,1
236,Austria,32,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,12292,Simplecard,0.5,0,1
237,Austria,32,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,12292,UK_Card,3.0,1,1
238,Austria,32,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18118,Goldcard,5.0,0,1
239,Austria,32,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,18118,UK_Card,4.0,1,2
240,Austria,32,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,21769,Moneycard,2.0,0,1
241,Austria,32,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,24854,UK_Card,3.0,1,1
242,Austria,32,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,26908,UK_Card,2.0,0,2
243,Austria,32,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,17765,Simplecard,1.0,1,1
244,Austria,32,1,Diners,1.0,0.0,0.0,1.0,0.0,0.0,17765,UK_Card,2.0,0,2
245,Austria,32,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,6793,Moneycard,2.0,0,1
246,Austria,32,1,Visa,1.0,0.0,0.0,0.0,0.0,1.0,6793,UK_Card,5.0,0,5
247,Austria,33,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1784,Moneycard,2.0,0,1
248,Austria,33,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1784,Simplecard,0.5,0,1
249,Austria,33,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,1784,UK_Card,6.0,1,4
250,Austria,33,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,7620,Moneycard,2.0,0,1
251,Austria,33,0,Master,1.0,0.0,0.0,0.0,1.0,0.0,15937,Moneycard,5.0,1,1
252,Austria,33,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,5116,Moneycard,2.0,0,1
253,Austria,33,0,Visa,1.0,0.0,0.0,0.0,0.0,1.0,5116,Simplecard,0.5,0,1
